X...target.gene_info.symbol	association_score.overall	association_score.datatypes.genetic_association	association_score.datatypes.somatic_mutation	association_score.datatypes.known_drug	association_score.datatypes.affected_pathway	association_score.datatypes.rna_expression	association_score.datatypes.literature	association_score.datatypes.animal_model	target.gene_info.name	known_drug_binary
BCL9	0.210034333188799	0.210034333188799	0	0	0	0	0	0	B-cell CLL/lymphoma 9	0
CLDN18	0.210034333188799	0.210034333188799	0	0	0	0	0	0	claudin 18	0
MAPK14	0.2097	0	0	0.2	0	0	0.0388	0	mitogen-activated protein kinase 14	1
HSD17B12	0.209017801968534	0.204367801968534	0	0	0	0	0.0186	0	hydroxysteroid 17-beta dehydrogenase 12	0
USP10	0.208873949984654	0.208873949984654	0	0	0	0	0	0	ubiquitin specific peptidase 10	0
FGFR3	0.2087	0	0	0.2	0	0	0.0348	0	fibroblast growth factor receptor 3	1
CDH13	0.208624813390813	0.208624813390813	0	0	0	0	0	0	cadherin 13	0
DRD4	0.208425	0	0	0.2	0	0	0.0337	0	dopamine receptor D4	1
PDGFRB	0.2076	0	0	0.2	0	0	0.0304	0	platelet derived growth factor receptor beta	1
PTPRU	0.207394958320545	0.207394958320545	0	0	0	0	0	0	protein tyrosine phosphatase, receptor type U	0
DYNLRB2	0.205566666666667	0.205566666666667	0	0	0	0	0	0	dynein light chain roadblock-type 2	0
REL	0.204949524343476	0.204949524343476	0	0	0	0	0	0	REL proto-oncogene, NF-kB subunit	0
SV2A	0.2048	0	0	0.2	0	0	0.0192	0	synaptic vesicle glycoprotein 2A	1
KIT	0.204703852695863	0	0	0.2	0	0.00993467426276486	0.0144	0	KIT proto-oncogene receptor tyrosine kinase	1
PPP1R42	0.204595475892428	0.204595475892428	0	0	0	0	0	0	protein phosphatase 1 regulatory subunit 42	0
SORCS3	0.204595475892428	0.204595475892428	0	0	0	0	0	0	sortilin related VPS10 domain containing receptor 3	0
ZNF862	0.204595475892428	0.204595475892428	0	0	0	0	0	0	zinc finger protein 862	0
ARVCF	0.204595475892428	0.204595475892428	0	0	0	0	0	0	armadillo repeat gene deleted in velocardiofacial syndrome	0
SETD7	0.204595475892428	0.204595475892428	0	0	0	0	0	0	SET domain containing lysine methyltransferase 7	0
C8orf44-SGK3	0.204595475892428	0.204595475892428	0	0	0	0	0	0	C8orf44-SGK3 readthrough	0
EYA4	0.204595475892428	0.204595475892428	0	0	0	0	0	0	EYA transcriptional coactivator and phosphatase 4	0
IFNAR1	0.2041	0	0	0.2	0	0	0.0164	0	interferon alpha and beta receptor subunit 1	1
TMEM106B	0.204010197142809	0.179931333622401	0	0	0	0	0.0963154540816326	0	transmembrane protein 106B	0
PSMC6	0.203876400520322	0.203876400520322	0	0	0	0	0	0	proteasome 26S subunit, ATPase 6	0
GRIA3	0.2037	0	0	0.2	0	0	0.0148	0	glutamate ionotropic receptor AMPA type subunit 3	1
KRAS	0.203230333766935	0.203230333766935	0	0	0	0	0	0	KRAS proto-oncogene, GTPase	0
ANO3	0.202759991012045	0.200230831322453	0	0	0	0.0101166387583696	0	0	anoctamin 3	0
HSPG2	0.202696292438242	0.186207761010617	0	0	0	0	0.0659541257104996	0	heparan sulfate proteoglycan 2	0
SCN1A	0.202203927342088	0	0	0.2	0	0.00881570936835262	0	0	sodium voltage-gated channel alpha subunit 1	1
SCN3A	0.201922478448868	0	0	0.2	0	0.00768991379547203	0	0	sodium voltage-gated channel alpha subunit 3	1
CCZ1B	0.201830299622427	0.201830299622427	0	0	0	0	0	0	CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated	0
PGR	0.2017	0	0	0.2	0	0	0.0068	0	progesterone receptor	1
TULP4	0.201565659009952	0.199217414052522	0	0	0	0.00939297982972073	0	0	tubby like protein 4	0
HID1	0.201525249685356	0.201525249685356	0	0	0	0	0	0	HID1 domain containing	0
GRIA4	0.2015	0	0	0.2	0	0	0.006	0	glutamate ionotropic receptor AMPA type subunit 4	1
SCN10A	0.201013614203642	0.00405445681456994	0	0.2	0	0	0	0	sodium voltage-gated channel alpha subunit 10	1
ADAMTS16	0.2	0.2	0	0	0	0	0	0	ADAM metallopeptidase with thrombospondin type 1 motif 16	0
CYFIP2	0.2	0	0	0	0	0	0.2	0	cytoplasmic FMR1 interacting protein 2	0
SCN8A	0.2	0	0	0.2	0	0	0	0	sodium voltage-gated channel alpha subunit 8	1
CACNA1B	0.2	0	0	0.2	0	0	0	0	calcium voltage-gated channel subunit alpha1 B	1
SCN7A	0.2	0	0	0.2	0	0	0	0	sodium voltage-gated channel alpha subunit 7	1
SCN4A	0.2	0	0	0.2	0	0	0	0	sodium voltage-gated channel alpha subunit 4	1
SCN5A	0.2	0	0	0.2	0	0	0	0	sodium voltage-gated channel alpha subunit 5	1
IFNAR2	0.2	0	0	0.2	0	0	0	0	interferon alpha and beta receptor subunit 2	1
HDGFL1	0.2	0.2	0	0	0	0	0	0	HDGF like 1	0
PDGFRA	0.2	0	0	0.2	0	0	0	0	platelet derived growth factor receptor alpha	1
METTL4	0.2	0.2	0	0	0	0	0	0	methyltransferase like 4	0
SCN9A	0.2	0	0	0.2	0	0	0	0	sodium voltage-gated channel alpha subunit 9	1
SCN2A	0.2	0	0	0.2	0	0	0	0	sodium voltage-gated channel alpha subunit 2	1
GATB	0.2	0.2	0	0	0	0	0	0	glutamyl-tRNA amidotransferase subunit B	0
SCN11A	0.2	0	0	0.2	0	0	0	0	sodium voltage-gated channel alpha subunit 11	1
MICAL2	0.199217414052522	0.199217414052522	0	0	0	0	0	0	microtubule associated monooxygenase, calponin and LIM domain containing 2	0
THSD4	0.199217414052522	0.199217414052522	0	0	0	0	0	0	thrombospondin type 1 domain containing 4	0
VAMP1	0.198651627002585	0	0	0	0	0.0122065080103411	0.1956	0	vesicle associated membrane protein 1	0
PPP1R21	0.198633995173887	0.198633995173887	0	0	0	0	0	0	protein phosphatase 1 regulatory subunit 21	0
LINC02312	0.197295603937068	0.197295603937068	0	0	0	0	0	0	long intergenic non-protein coding RNA 2312	0
UCP1	0.197295603937068	0.197295603937068	0	0	0	0	0	0	uncoupling protein 1	0
NR3C2	0.196028667722727	0.190023556611616	0	0	0	0	0.0240204444444444	0	nuclear receptor subfamily 3 group C member 2	0
TM2D3	0.195765666811201	0.189965666811201	0	0	0	0	0.0232	0	TM2 domain containing 3	0
SGK1	0.195723556611616	0.190023556611616	0	0	0	0	0.0228	0	serum/glucocorticoid regulated kinase 1	0
HTR7	0.195558880266532	0.189393955500769	0	0	0	0.010484322891869	0.02	0	5-hydroxytryptamine receptor 7	0
AGBL1	0.195401618451522	0.195401618451522	0	0	0	0	0	0	ATP/GTP binding protein like 1	0
C3orf67	0.195401618451522	0.195401618451522	0	0	0	0	0	0	chromosome 3 open reading frame 67	0
CDKAL1	0.195401618451522	0.195401618451522	0	0	0	0	0	0	CDK5 regulatory subunit associated protein 1 like 1	0
COL4A4	0.195401618451522	0.195401618451522	0	0	0	0	0	0	collagen type IV alpha 4 chain	0
FARP1	0.195133142809301	0.195133142809301	0	0	0	0	0	0	FERM, ARH/RhoGEF and pleckstrin domain protein 1	0
CST1	0.195018864698132	0.195018864698132	0	0	0	0	0	0	cystatin SN	0
NR2C1	0.19488125266415	0.19488125266415	0	0	0	0	0	0	nuclear receptor subfamily 2 group C member 1	0
ZC3H12A	0.193158633290987	0.193158633290987	0	0	0	0	0	0	zinc finger CCCH-type containing 12A	0
DDX25	0.192441857440906	0.192441857440906	0	0	0	0	0	0	DEAD-box helicase 25	0
AICDA	0.192441857440906	0.192441857440906	0	0	0	0	0	0	activation induced cytidine deaminase	0
CHN2	0.191678912393911	0.187978912393911	0	0	0	0	0.0148	0	chimerin 2	0
KRR1	0.191585830046598	0.191585830046598	0	0	0	0	0	0	KRR1, small subunit processome component homolog	0
PPT1	0.19114	0	0	0	0	0	0.0144	0.18754	palmitoyl-protein thioesterase 1	0
HNRNPA3	0.190223405905603	0.190223405905603	0	0	0	0	0	0	heterogeneous nuclear ribonucleoprotein A3	0
LAMA1	0.190023556611616	0.190023556611616	0	0	0	0	0	0	laminin subunit alpha 1	0
OTOF	0.190023556611616	0.190023556611616	0	0	0	0	0	0	otoferlin	0
OVCH1-AS1	0.190023556611616	0.190023556611616	0	0	0	0	0	0	OVCH1 antisense RNA 1	0
SH3RF1	0.190023556611616	0.190023556611616	0	0	0	0	0	0	SH3 domain containing ring finger 1	0
FAM20C	0.189965666811201	0.189965666811201	0	0	0	0	0	0	FAM20C, golgi associated secretory pathway kinase	0
OTOP1	0.189965666811201	0.189965666811201	0	0	0	0	0	0	otopetrin 1	0
IRX4	0.189965666811201	0.189965666811201	0	0	0	0	0	0	iroquois homeobox 4	0
TNRC6C	0.189965666811201	0.189965666811201	0	0	0	0	0	0	trinucleotide repeat containing 6C	0
ZNF90	0.189965666811201	0.189965666811201	0	0	0	0	0	0	zinc finger protein 90	0
CSNK2A1	0.189965666811201	0.189965666811201	0	0	0	0	0	0	casein kinase 2 alpha 1	0
MARCH11	0.189965666811201	0.189965666811201	0	0	0	0	0	0	membrane associated ring-CH-type finger 11	0
ZNRF4	0.189965666811201	0.189965666811201	0	0	0	0	0	0	zinc and ring finger 4	0
DPT	0.189965666811201	0.189965666811201	0	0	0	0	0	0	dermatopontin	0
MYO16	0.188302373807847	0.188302373807847	0	0	0	0	0	0	myosin XVI	0
DCAF7	0.187978912393911	0.187978912393911	0	0	0	0	0	0	DDB1 and CUL4 associated factor 7	0
HYI	0.187978912393911	0.187978912393911	0	0	0	0	0	0	hydroxypyruvate isomerase (putative)	0
ALOX12-AS1	0.187978912393911	0.187978912393911	0	0	0	0	0	0	ALOX12 antisense RNA 1	0
INSIG1	0.187978912393911	0.187978912393911	0	0	0	0	0	0	insulin induced gene 1	0
WDR41	0.187978912393911	0.187978912393911	0	0	0	0	0	0	WD repeat domain 41	0
PLPPR4	0.187946666666667	0.187946666666667	0	0	0	0	0	0	phospholipid phosphatase related 4	0
METAP1	0.187946666666667	0.187946666666667	0	0	0	0	0	0	methionyl aminopeptidase 1	0
CST8	0.187946666666667	0.187946666666667	0	0	0	0	0	0	cystatin 8	0
TUSC1	0.187907997792759	0.187907997792759	0	0	0	0	0	0	tumor suppressor candidate 1	0
CADPS2	0.18786113429478	0.186207761010617	0	0	0	0.00661349313665351	0	0	calcium dependent secretion activator 2	0
CDH6	0.187478313701166	0.187478313701166	0	0	0	0	0	0	cadherin 6	0
CADM1	0.187121388744355	0.176700999855466	0	0	0	0	0.0416815555555556	0	cell adhesion molecule 1	0
COL18A1	0.186207761010617	0.186207761010617	0	0	0	0	0	0	collagen type XVIII alpha 1 chain	0
L3MBTL4	0.186207761010617	0.186207761010617	0	0	0	0	0	0	L3MBTL4, histone methyl-lysine binding protein	0
RAB3D	0.186207761010617	0.186207761010617	0	0	0	0	0	0	RAB3D, member RAS oncogene family	0
PDCD1LG2	0.186207761010617	0.186207761010617	0	0	0	0	0	0	programmed cell death 1 ligand 2	0
DLX5	0.186207761010617	0.186207761010617	0	0	0	0	0	0	distal-less homeobox 5	0
ZNF813	0.186207761010617	0.186207761010617	0	0	0	0	0	0	zinc finger protein 813	0
MSH2	0.186207761010617	0.186207761010617	0	0	0	0	0	0	mutS homolog 2	0
GGACT	0.18464549477171	0.18464549477171	0	0	0	0	0	0	gamma-glutamylamine cyclotransferase	0
KCTD8	0.184095958176011	0.184095958176011	0	0	0	0	0	0	potassium channel tetramerization domain containing 8	0
KIF16B	0.184095958176011	0.184095958176011	0	0	0	0	0	0	kinesin family member 16B	0
MYRFL	0.184095958176011	0.184095958176011	0	0	0	0	0	0	myelin regulatory factor-like	0
CASP12	0.184095958176011	0.184095958176011	0	0	0	0	0	0	caspase 12 (gene/pseudogene)	0
ZC3H12C	0.184095958176011	0.184095958176011	0	0	0	0	0	0	zinc finger CCCH-type containing 12C	0
AHCYL1	0.183248	0.183248	0	0	0	0	0	0	adenosylhomocysteinase like 1	0
C10orf71	0.183248	0.183248	0	0	0	0	0	0	chromosome 10 open reading frame 71	0
STRADA	0.183248	0.183248	0	0	0	0	0	0	STE20-related kinase adaptor alpha	0
SPRED2	0.183248	0.183248	0	0	0	0	0	0	sprouty related EVH1 domain containing 2	0
ETV1	0.183230416172834	0.179931333622401	0	0	0	0.0131963302017292	0	0	ETS variant 1	0
HPRT1	0.182125905555556	0	0	0	0	0	0.0459924444444444	0.170627794444444	hypoxanthine phosphoribosyltransferase 1	0
RBMS3	0.182069410395515	0.179184641523582	0	0	0	0.011539075487735	0	0	RNA binding motif single stranded interacting protein 3	0
JCAD	0.181202270603735	0.173802270603735	0	0	0	0	0.0296	0	junctional cadherin 5 associated	0
NEUROD6	0.181102270603735	0.173802270603735	0	0	0	0	0.0292	0	neuronal differentiation 6	0
CHRM2	0.181061624987212	0.174061624987212	0	0	0	0	0.028	0	cholinergic receptor muscarinic 2	0
ARHGAP12	0.180874468635201	0.180874468635201	0	0	0	0	0	0	Rho GTPase activating protein 12	0
DEFB131A	0.180874468635201	0.180874468635201	0	0	0	0	0	0	defensin beta 131A	0
FAM193B	0.180370724724482	0.180370724724482	0	0	0	0	0	0	family with sequence similarity 193 member B	0
MRPL39	0.179931333622401	0.179931333622401	0	0	0	0	0	0	mitochondrial ribosomal protein L39	0
DYRK2	0.179931333622401	0.179931333622401	0	0	0	0	0	0	dual specificity tyrosine phosphorylation regulated kinase 2	0
NEPRO	0.179931333622401	0.179931333622401	0	0	0	0	0	0	nucleolus and neural progenitor protein	0
CPS1	0.179931333622401	0.179931333622401	0	0	0	0	0	0	carbamoyl-phosphate synthase 1	0
CDCA7L	0.179931333622401	0.179931333622401	0	0	0	0	0	0	cell division cycle associated 7 like	0
LPAR1	0.179931333622401	0.179931333622401	0	0	0	0	0	0	lysophosphatidic acid receptor 1	0
CDH7	0.179931333622401	0.179931333622401	0	0	0	0	0	0	cadherin 7	0
TENM3	0.179931333622401	0.179931333622401	0	0	0	0	0	0	teneurin transmembrane protein 3	0
KCTD1	0.179931333622401	0.179931333622401	0	0	0	0	0	0	potassium channel tetramerization domain containing 1	0
ZNF438	0.179931333622401	0.179931333622401	0	0	0	0	0	0	zinc finger protein 438	0
CTNND2	0.178151305989157	0.169897000433602	0	0	0	0	0.0330172222222222	0	catenin delta 2	0
LRAT	0.178105475696964	0.178105475696964	0	0	0	0	0	0	lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase)	0
TEX33	0.177638637637759	0.177638637637759	0	0	0	0	0	0	testis expressed 33	0
LRIG3	0.177197000433602	0.169897000433602	0	0	0	0	0.0292	0	leucine rich repeats and immunoglobulin like domains 3	0
IMPG1	0.176737497989119	0.176737497989119	0	0	0	0	0	0	interphotoreceptor matrix proteoglycan 1	0
PCDH7	0.176700999855466	0.176700999855466	0	0	0	0	0	0	protocadherin 7	0
ADAM18	0.176700999855466	0.176700999855466	0	0	0	0	0	0	ADAM metallopeptidase domain 18	0
GDAP1L1	0.176700999855466	0.176700999855466	0	0	0	0	0	0	ganglioside induced differentiation associated protein 1 like 1	0
MDGA2	0.176700999855466	0.176700999855466	0	0	0	0	0	0	MAM domain containing glycosylphosphatidylinositol anchor 2	0
CCDC112	0.176700999855466	0.176700999855466	0	0	0	0	0	0	coiled-coil domain containing 112	0
SLC24A2	0.176411474521763	0.172463236007893	0	0	0	0	0.0172	0	solute carrier family 24 member 2	0
NRXN1	0.175690526548091	0.171525531364799	0	0	0	0.0132822029553904	0.0076	0	neurexin 1	0
CD300LG	0.175406359949184	0.175406359949184	0	0	0	0	0	0	CD300 molecule like family member g	0
CD55	0.175333583018689	0.168191916352022	0	0	0	0	0.0285666666666667	0	CD55 molecule (Cromer blood group)	0
LRRN3	0.174061624987212	0.174061624987212	0	0	0	0	0	0	leucine rich repeat neuronal 3	0
AC022784.3	0.174061624987212	0.174061624987212	0	0	0	0	0	0		0
ATP6V0E2	0.174061624987212	0.174061624987212	0	0	0	0	0	0	ATPase H+ transporting V0 subunit e2	0
COL13A1	0.174061624987212	0.174061624987212	0	0	0	0	0	0	collagen type XIII alpha 1 chain	0
GHITM	0.173944991959252	0.171525531364799	0	0	0	0.00967784237781328	0	0	growth hormone inducible transmembrane protein	0
NPAS2	0.173802270603735	0.173802270603735	0	0	0	0	0	0	neuronal PAS domain protein 2	0
DAOA	0.173753333333333	0.164453333333333	0	0	0	0	0.0372	0	D-amino acid oxidase activator	0
SIK1	0.173518996055918	0.173518996055918	0	0	0	0	0	0	salt inducible kinase 1	0
PDE9A	0.173446388888889	0.164453333333333	0	0	0	0	0.0359722222222222	0	phosphodiesterase 9A	0
F2RL1	0.172478333333333	0.164453333333333	0	0	0	0	0.0321	0	F2R like trypsin receptor 1	0
RIMBP2	0.172170622473733	0.169897000433602	0	0	0	0.00909448816052342	0	0	RIMS binding protein 2	0
PPP4R3A	0.171884087086723	0.171884087086723	0	0	0	0	0	0	protein phosphatase 4 regulatory subunit 3A	0
NPVF	0.171830065332858	0.171830065332858	0	0	0	0	0	0	neuropeptide VF precursor	0
HS3ST3B1	0.171830065332858	0.171830065332858	0	0	0	0	0	0	heparan sulfate-glucosamine 3-sulfotransferase 3B1	0
SUDS3	0.171830065332858	0.171830065332858	0	0	0	0	0	0	SDS3 homolog, SIN3A corepressor complex component	0
POU3F3	0.171453333333333	0.164453333333333	0	0	0	0	0.028	0	POU class 3 homeobox 3	0
FAM49A	0.169897000433602	0.169897000433602	0	0	0	0	0	0	family with sequence similarity 49 member A	0
IL21	0.169897000433602	0.169897000433602	0	0	0	0	0	0	interleukin 21	0
MKI67	0.169897000433602	0.169897000433602	0	0	0	0	0	0	marker of proliferation Ki-67	0
CPSF6	0.169897000433602	0.169897000433602	0	0	0	0	0	0	cleavage and polyadenylation specific factor 6	0
CHAC2	0.169897000433602	0.169897000433602	0	0	0	0	0	0	ChaC cation transport regulator homolog 2	0
BCL10	0.169897000433602	0.169897000433602	0	0	0	0	0	0	B-cell CLL/lymphoma 10	0
NXPH1	0.169897000433602	0.169897000433602	0	0	0	0	0	0	neurexophilin 1	0
LRRIQ3	0.169897000433602	0.169897000433602	0	0	0	0	0	0	leucine rich repeats and IQ motif containing 3	0
FTMT	0.169897000433602	0.169897000433602	0	0	0	0	0	0	ferritin mitochondrial	0
HS3ST3A1	0.169665299957654	0.169665299957654	0	0	0	0	0	0	heparan sulfate-glucosamine 3-sulfotransferase 3A1	0
SLC4A3	0.169453333333333	0.164453333333333	0	0	0	0	0.02	0	solute carrier family 4 member 3	0
SEMA3E	0.168191916352022	0.168191916352022	0	0	0	0	0	0	semaphorin 3E	0
ACTBL2	0.168191916352022	0.168191916352022	0	0	0	0	0	0	actin, beta like 2	0
C9orf152	0.168191916352022	0.168191916352022	0	0	0	0	0	0	chromosome 9 open reading frame 152	0
STK31	0.168191916352022	0.168191916352022	0	0	0	0	0	0	serine/threonine kinase 31	0
ST6GAL2	0.168191916352022	0.168191916352022	0	0	0	0	0	0	ST6 beta-galactoside alpha-2,6-sialyltransferase 2	0
SERINC5	0.168191916352022	0.168191916352022	0	0	0	0	0	0	serine incorporator 5	0
ZHX2	0.168092496713265	0.168092496713265	0	0	0	0	0	0	zinc fingers and homeoboxes 2	0
OLA1	0.168092496713265	0.168092496713265	0	0	0	0	0	0	Obg like ATPase 1	0
CXCR4	0.167056135301868	0.157381135301868	0	0	0	0	0.0387	0	C-X-C motif chemokine receptor 4	0
PMAIP1	0.166730072572269	0.166730072572269	0	0	0	0	0	0	phorbol-12-myristate-13-acetate-induced protein 1	0
PLET1	0.165528329311572	0.165528329311572	0	0	0	0	0	0	placenta expressed transcript 1	0
TF	0.164993567088439	0.146535670382599	0	0	0	0	0.0811625449203903	0	transferrin	0
IQUB	0.164453333333333	0.164453333333333	0	0	0	0	0	0	IQ motif and ubiquitin domain containing	0
CTHRC1	0.164453333333333	0.164453333333333	0	0	0	0	0	0	collagen triple helix repeat containing 1	0
ARCN1	0.163325	0	0	0	0	0	0	0.163325	archain 1	0
PTPN1	0.157620161068765	0.14617196662432	0	0	0	0	0.0457927777777778	0	protein tyrosine phosphatase, non-receptor type 1	0
CDH8	0.157381135301868	0.157381135301868	0	0	0	0	0	0	cadherin 8	0
CNEP1R1	0.157381135301868	0.157381135301868	0	0	0	0	0	0	CTD nuclear envelope phosphatase 1 regulatory subunit 1	0
SEMA6A	0.157381135301868	0.157381135301868	0	0	0	0	0	0	semaphorin 6A	0
FAM170A	0.157381135301868	0.157381135301868	0	0	0	0	0	0	family with sequence similarity 170 member A	0
OR4C12	0.157381135301868	0.157381135301868	0	0	0	0	0	0	olfactory receptor family 4 subfamily C member 12	0
GALNT8	0.157381135301868	0.157381135301868	0	0	0	0	0	0	polypeptide N-acetylgalactosaminyltransferase 8	0
FOXB2	0.157381135301868	0.157381135301868	0	0	0	0	0	0	forkhead box B2	0
FOXE1	0.157381135301868	0.157381135301868	0	0	0	0	0	0	forkhead box E1	0
SPRY2	0.157381135301868	0.157381135301868	0	0	0	0	0	0	sprouty RTK signaling antagonist 2	0
AC103993.1	0.157381135301868	0.157381135301868	0	0	0	0	0	0		0
SLC39A8	0.157381135301868	0.157381135301868	0	0	0	0	0	0	solute carrier family 39 member 8	0
MARCKS	0.156214024491043	0.144599163379932	0	0	0	0	0.0464594444444444	0	myristoylated alanine rich protein kinase C substrate	0
NR3C1	0.155161624120092	0.142034995978239	0	0	0	0	0.0525065125674112	0	nuclear receptor subfamily 3 group C member 1	0
EML1	0.15361	0	0	0	0	0	0	0.15361	echinoderm microtubule associated protein like 1	0
SMARCD2	0.153244164655786	0.153244164655786	0	0	0	0	0	0	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2	0
LINC00692	0.153244164655786	0.153244164655786	0	0	0	0	0	0	long intergenic non-protein coding RNA 692	0
GBE1	0.153244164655786	0.153244164655786	0	0	0	0	0	0	1,4-alpha-glucan branching enzyme 1	0
CHMP6	0.153244164655786	0.153244164655786	0	0	0	0	0	0	charged multivesicular body protein 6	0
ERCC6L2	0.153244164655786	0.153244164655786	0	0	0	0	0	0	ERCC excision repair 6 like 2	0
SCML4	0.153244164655786	0.153244164655786	0	0	0	0	0	0	sex comb on midleg like 4 (Drosophila)	0
SESN3	0.153244164655786	0.153244164655786	0	0	0	0	0	0	sestrin 3	0
GSC	0.153244164655786	0.153244164655786	0	0	0	0	0	0	goosecoid homeobox	0
HAND1	0.152357198031466	0.148032198031466	0	0	0	0	0.0173	0	heart and neural crest derivatives expressed 1	0
BACE1	0.151869559760193	0	0	0	0	0	0.151869559760193	0	beta-secretase 1	0
UBE2E2	0.151632198031466	0.148032198031466	0	0	0	0	0.0144	0	ubiquitin conjugating enzyme E2 E2	0
FAT1	0.150308937270402	0.150308937270402	0	0	0	0	0	0	FAT atypical cadherin 1	0
N6AMT1	0.150308937270402	0.150308937270402	0	0	0	0	0	0	N-6 adenine-specific DNA methyltransferase 1 (putative)	0
CDH19	0.150308937270402	0.150308937270402	0	0	0	0	0	0	cadherin 19	0
ZNF599	0.150308937270402	0.150308937270402	0	0	0	0	0	0	zinc finger protein 599	0
DDX18	0.150308937270402	0.150308937270402	0	0	0	0	0	0	DEAD-box helicase 18	0
ZNF804B	0.150043724604054	0.150043724604054	0	0	0	0	0	0	zinc finger protein 804B	0
ZNF804A	0.14987196662432	0.14617196662432	0	0	0	0	0.0148	0	zinc finger protein 804A	0
AATF	0.148644444444444	0	0	0	0	0	0.148644444444444	0	apoptosis antagonizing transcription factor	0
SEPT5	0.148032198031466	0.148032198031466	0	0	0	0	0	0	septin 5	0
ZBED5	0.148032198031466	0.148032198031466	0	0	0	0	0	0	zinc finger BED-type containing 5	0
EN2	0.148032198031466	0.148032198031466	0	0	0	0	0	0	engrailed homeobox 2	0
FOXF1	0.148032198031466	0.148032198031466	0	0	0	0	0	0	forkhead box F1	0
AL450311.1	0.148032198031466	0.148032198031466	0	0	0	0	0	0		0
CD24	0.148032198031466	0.148032198031466	0	0	0	0	0	0	CD24 molecule	0
TYRP1	0.148032198031466	0.148032198031466	0	0	0	0	0	0	tyrosinase related protein 1	0
SDHAF3	0.148032198031466	0.148032198031466	0	0	0	0	0	0	succinate dehydrogenase complex assembly factor 3	0
OTOGL	0.148032198031466	0.148032198031466	0	0	0	0	0	0	otogelin like	0
